file_path,category,filename,size_kb,act_tag,section_hint,needs_validation
processed_corpus\_work\extracted_input\raw\MinisterAct1952_0807145B15D.pdf,processed_corpus\_work\extracted_input\raw,MinisterAct1952_0807145B15D.pdf,16.6,,,PENDING
processed_corpus\_work\extracted_input\raw\MinisterAct1952_0807145B15D_0.pdf,processed_corpus\_work\extracted_input\raw,MinisterAct1952_0807145B15D_0.pdf,16.6,,,PENDING
processed_corpus\_work\extracted_input\raw\MinistersAllowanceRules1957_35B15D.pdf,processed_corpus\_work\extracted_input\raw,MinistersAllowanceRules1957_35B15D.pdf,66.3,,,PENDING
processed_corpus\_work\extracted_input\raw\MinistersResidenceRules19625B15D.pdf,processed_corpus\_work\extracted_input\raw,MinistersResidenceRules19625B15D.pdf,19.6,,,PENDING
processed_corpus\_work\extracted_input\raw\MPReorgAct2000_1309135B15D.PDF,processed_corpus\_work\extracted_input\raw,MPReorgAct2000_1309135B15D.PDF,795.6,,,PENDING
processed_corpus\_work\extracted_input\raw\MPReorgAct2000_1309135B15D_0.PDF,processed_corpus\_work\extracted_input\raw,MPReorgAct2000_1309135B15D_0.PDF,795.6,,,PENDING
processed_corpus\_work\extracted_input\raw\NationalSecAmndmntAct19845B15D.pdf,processed_corpus\_work\extracted_input\raw,NationalSecAmndmntAct19845B15D.pdf,3546.0,,,PENDING
processed_corpus\_work\extracted_input\raw\NBK04082026RFA732025_172059.pdf,processed_corpus\_work\extracted_input\raw,NBK04082026RFA732025_172059.pdf,801.4,,,PENDING
processed_corpus\_work\extracted_input\raw\NBK04082026RSA1852024_172035.pdf,processed_corpus\_work\extracted_input\raw,NBK04082026RSA1852024_172035.pdf,493.1,,,PENDING
processed_corpus\_work\extracted_input\raw\NBK04082026RSA572018_171930.pdf,processed_corpus\_work\extracted_input\raw,NBK04082026RSA572018_171930.pdf,820.9,,,PENDING
processed_corpus\_work\extracted_input\raw\NDMCACT19441_290420175B15D.pdf,processed_corpus\_work\extracted_input\raw,NDMCACT19441_290420175B15D.pdf,27120.2,,,PENDING
processed_corpus\_work\extracted_input\raw\NDM_Noti1708095B15D.pdf,processed_corpus\_work\extracted_input\raw,NDM_Noti1708095B15D.pdf,3143.8,,,PENDING
processed_corpus\_work\extracted_input\raw\Noti2186-0208135B15D.pdf,processed_corpus\_work\extracted_input\raw,Noti2186-0208135B15D.pdf,3099.5,,,PENDING
processed_corpus\_work\extracted_input\raw\Noti80EAllowPrivAmendRule2015_0904155B15D.pdf,processed_corpus\_work\extracted_input\raw,Noti80EAllowPrivAmendRule2015_0904155B15D.pdf,999.1,,,PENDING
processed_corpus\_work\extracted_input\raw\NotiAPReOrgAct_1504145B15D.pdf,processed_corpus\_work\extracted_input\raw,NotiAPReOrgAct_1504145B15D.pdf,226.0,,,PENDING
processed_corpus\_work\extracted_input\raw\NotiAPReOrgAct_1504145B15D_0.pdf,processed_corpus\_work\extracted_input\raw,NotiAPReOrgAct_1504145B15D_0.pdf,226.0,,,PENDING
processed_corpus\_work\extracted_input\raw\notice_of_dhjs.pdf,processed_corpus\_work\extracted_input\raw,notice_of_dhjs.pdf,1571.5,,,PENDING
processed_corpus\_work\extracted_input\raw\notice_of_dhjs_dd62606e.pdf,processed_corpus\_work\extracted_input\raw,notice_of_dhjs_dd62606e.pdf,1571.5,,,PENDING
processed_corpus\_work\extracted_input\raw\notice_of_dhjs_fc15e954.pdf,processed_corpus\_work\extracted_input\raw,notice_of_dhjs_fc15e954.pdf,1571.5,,,PENDING
processed_corpus\_work\extracted_input\raw\NotiCustodian2520of2520Enemy2520Property612E_2909145B15D.pdf,processed_corpus\_work\extracted_input\raw,NotiCustodian2520of2520Enemy2520Property612E_2909145B15D.pdf,2710.7,,,PENDING
processed_corpus\_work\extracted_input\raw\NotiDeputyCustodianofEnemyProperty613E_2909145B15D.pdf,processed_corpus\_work\extracted_input\raw,NotiDeputyCustodianofEnemyProperty613E_2909145B15D.pdf,3836.9,,,PENDING
processed_corpus\_work\extracted_input\raw\NotificationCivilServicesAmedmentRule_0807165B15D.pdf,processed_corpus\_work\extracted_input\raw,NotificationCivilServicesAmedmentRule_0807165B15D.pdf,142.3,,,PENDING
processed_corpus\_work\extracted_input\raw\Notification_061020205B15D.pdf,processed_corpus\_work\extracted_input\raw,Notification_061020205B15D.pdf,1075.2,,,PENDING
processed_corpus\_work\extracted_input\raw\NotiSikhGurdwarasActAmendment_1205165B15D.PDF,processed_corpus\_work\extracted_input\raw,NotiSikhGurdwarasActAmendment_1205165B15D.PDF,24.1,,,PENDING
processed_corpus\_work\extracted_input\raw\NSGAct19865B15D.pdf,processed_corpus\_work\extracted_input\raw,NSGAct19865B15D.pdf,126.7,,,PENDING
processed_corpus\_work\extracted_input\raw\NSGRules19875B15D.pdf,processed_corpus\_work\extracted_input\raw,NSGRules19875B15D.pdf,218.2,,,PENDING
processed_corpus\_work\extracted_input\raw\odishaAlterationAct20115B15D.pdf,processed_corpus\_work\extracted_input\raw,odishaAlterationAct20115B15D.pdf,362.4,,,PENDING
processed_corpus\_work\extracted_input\raw\odishaAlterationAct20115B15D_0.pdf,processed_corpus\_work\extracted_input\raw,odishaAlterationAct20115B15D_0.pdf,362.4,,,PENDING
processed_corpus\_work\extracted_input\raw\Official_Secret_Act19235B15D.pdf,processed_corpus\_work\extracted_input\raw,Official_Secret_Act19235B15D.pdf,31.5,,,PENDING
processed_corpus\_work\extracted_input\raw\OSA25201923_25042017_05B15D.pdf,processed_corpus\_work\extracted_input\raw,OSA25201923_25042017_05B15D.pdf,3990.7,,,PENDING
processed_corpus\_work\extracted_input\raw\Paper_4_Business_Law_&_Management_CSEET_18122025.pdf,processed_corpus\_work\extracted_input\raw,Paper_4_Business_Law_&_Management_CSEET_18122025.pdf,4323.7,,,PENDING
processed_corpus\_work\extracted_input\raw\PDPPA2C19845B15D.pdf,processed_corpus\_work\extracted_input\raw,PDPPA2C19845B15D.pdf,42.0,,,PENDING
processed_corpus\_work\extracted_input\raw\PDPPA2C19845B15D_0.pdf,processed_corpus\_work\extracted_input\raw,PDPPA2C19845B15D_0.pdf,42.0,,,PENDING
processed_corpus\_work\extracted_input\raw\PlaceWorshipAct19915B15D.pdf,processed_corpus\_work\extracted_input\raw,PlaceWorshipAct19915B15D.pdf,12.3,,,PENDING
processed_corpus\_work\extracted_input\raw\PMS04082026CRLA6302026_163343.pdf,processed_corpus\_work\extracted_input\raw,PMS04082026CRLA6302026_163343.pdf,469.2,,,PENDING
processed_corpus\_work\extracted_input\raw\Pondicherry_Rule_180520175B15D.PDF,processed_corpus\_work\extracted_input\raw,Pondicherry_Rule_180520175B15D.PDF,226.6,,,PENDING
processed_corpus\_work\extracted_input\raw\PptEntryAct19205B15D.pdf,processed_corpus\_work\extracted_input\raw,PptEntryAct19205B15D.pdf,12.3,,,PENDING
processed_corpus\_work\extracted_input\raw\PptEntryAct1920_05B15D.pdf,processed_corpus\_work\extracted_input\raw,PptEntryAct1920_05B15D.pdf,12.3,,,PENDING
processed_corpus\_work\extracted_input\raw\PresidentPensionRulesupto2018_090820185B15D.pdf,processed_corpus\_work\extracted_input\raw,PresidentPensionRulesupto2018_090820185B15D.pdf,40.0,,,PENDING
processed_corpus\_work\extracted_input\raw\PresidentsActupto2018_090820185B15D.pdf,processed_corpus\_work\extracted_input\raw,PresidentsActupto2018_090820185B15D.pdf,23.6,,,PENDING
processed_corpus\_work\extracted_input\raw\PresidentsActupto2018_090820185B15D_0.pdf,processed_corpus\_work\extracted_input\raw,PresidentsActupto2018_090820185B15D_0.pdf,23.6,,,PENDING
processed_corpus\_work\extracted_input\raw\President_emoluments_act1951_UPDATED_5B15D.pdf,processed_corpus\_work\extracted_input\raw,President_emoluments_act1951_UPDATED_5B15D.pdf,18.6,,,PENDING
processed_corpus\_work\extracted_input\raw\President_emoluments_act1951_UPDATED_5B15D_0.pdf,processed_corpus\_work\extracted_input\raw,President_emoluments_act1951_UPDATED_5B15D_0.pdf,18.6,,,PENDING
processed_corpus\_work\extracted_input\raw\Prevention_Insults_National_Honour_Act1971.pdf,processed_corpus\_work\extracted_input\raw,Prevention_Insults_National_Honour_Act1971.pdf,15.1,,,PENDING
processed_corpus\_work\extracted_input\raw\Prisons_act18945B15D.pdf,processed_corpus\_work\extracted_input\raw,Prisons_act18945B15D.pdf,61.3,,,PENDING
processed_corpus\_work\extracted_input\raw\Prisons_act18945B15D_0.pdf,processed_corpus\_work\extracted_input\raw,Prisons_act18945B15D_0.pdf,61.3,,,PENDING
processed_corpus\_work\extracted_input\raw\Protection2520of2520HR2520Act19935B15D.pdf,processed_corpus\_work\extracted_input\raw,Protection2520of2520HR2520Act19935B15D.pdf,40.8,,,PENDING
processed_corpus\_work\extracted_input\raw\pro_for_04.08.2026.pdf,processed_corpus\_work\extracted_input\raw,pro_for_04.08.2026.pdf,652.1,,08,PENDING
processed_corpus\_work\extracted_input\raw\pro_for_06.08.2026.pdf,processed_corpus\_work\extracted_input\raw,pro_for_06.08.2026.pdf,649.7,,08,PENDING
processed_corpus\_work\extracted_input\raw\PS_Agencies_Regulation_Act20055B15D.pdf,processed_corpus\_work\extracted_input\raw,PS_Agencies_Regulation_Act20055B15D.pdf,28.4,,,PENDING
processed_corpus\_work\extracted_input\raw\PublicProDamgeAct_200515_05B15D.pdf,processed_corpus\_work\extracted_input\raw,PublicProDamgeAct_200515_05B15D.pdf,1060.6,,,PENDING
processed_corpus\_work\extracted_input\raw\rbd_act_19695B15D.pdf,processed_corpus\_work\extracted_input\raw,rbd_act_19695B15D.pdf,107.3,,,PENDING
processed_corpus\_work\extracted_input\raw\ReligiousInstitutionsAct19885B15D.pdf,processed_corpus\_work\extracted_input\raw,ReligiousInstitutionsAct19885B15D.pdf,36.0,,,PENDING
processed_corpus\_work\extracted_input\raw\RepatriationofPrisAct-20035B15D.pdf,processed_corpus\_work\extracted_input\raw,RepatriationofPrisAct-20035B15D.pdf,55.6,,,PENDING
processed_corpus\_work\extracted_input\raw\RepatriationofPrisAct-20035B15D_0.pdf,processed_corpus\_work\extracted_input\raw,RepatriationofPrisAct-20035B15D_0.pdf,55.6,,,PENDING
processed_corpus\_work\extracted_input\raw\RepatriationRules20045B15D.pdf,processed_corpus\_work\extracted_input\raw,RepatriationRules20045B15D.pdf,34.8,,,PENDING
processed_corpus\_work\extracted_input\raw\repealedfileopen.pdf,processed_corpus\_work\extracted_input\raw,repealedfileopen.pdf,1079.0,,,PENDING
processed_corpus\_work\extracted_input\raw\RRU_201120205B15D.pdf,processed_corpus\_work\extracted_input\raw,RRU_201120205B15D.pdf,704.9,,,PENDING
processed_corpus\_work\extracted_input\raw\RulesBharatRatna26PadmaAwards_0_0.pdf,processed_corpus\_work\extracted_input\raw,RulesBharatRatna26PadmaAwards_0_0.pdf,524.2,,,PENDING
processed_corpus\_work\extracted_input\raw\RulesBharatRatna26PadmaAwards_0_0_cdb1b4b8.pdf,processed_corpus\_work\extracted_input\raw,RulesBharatRatna26PadmaAwards_0_0_cdb1b4b8.pdf,524.2,,,PENDING
processed_corpus\_work\extracted_input\raw\Section220oftheFinanceAct_2018_091020205B15D.pdf,processed_corpus\_work\extracted_input\raw,Section220oftheFinanceAct_2018_091020205B15D.pdf,6976.8,,,PENDING
processed_corpus\_work\extracted_input\raw\Section236oftheFinanceAct_2016_091020205B15D.pdf,processed_corpus\_work\extracted_input\raw,Section236oftheFinanceAct_2016_091020205B15D.pdf,6725.9,,,PENDING
processed_corpus\_work\extracted_input\raw\Sikh2520Gurdwaras2520Board2520Election2520Rules2C252019595B15D.PDF,processed_corpus\_work\extracted_input\raw,Sikh2520Gurdwaras2520Board2520Election2520Rules2C252019595B15D.PDF,664.9,,,PENDING
processed_corpus\_work\extracted_input\raw\Sikh_Gurrdwara_Act19255B15D.pdf,processed_corpus\_work\extracted_input\raw,Sikh_Gurrdwara_Act19255B15D.pdf,480.7,,,PENDING
processed_corpus\_work\extracted_input\raw\SSB-Act20075B15D.pdf,processed_corpus\_work\extracted_input\raw,SSB-Act20075B15D.pdf,192.0,,,PENDING
processed_corpus\_work\extracted_input\raw\SSB-Rule20095B15D.pdf,processed_corpus\_work\extracted_input\raw,SSB-Rule20095B15D.pdf,493.1,,,PENDING
processed_corpus\_work\extracted_input\raw\StateEmblemRules-2010_05B15D.pdf,processed_corpus\_work\extracted_input\raw,StateEmblemRules-2010_05B15D.pdf,271.6,,,PENDING
processed_corpus\_work\extracted_input\raw\STATE_EMBLEM_ACT2005.pdf,processed_corpus\_work\extracted_input\raw,STATE_EMBLEM_ACT2005.pdf,28.2,,,PENDING
processed_corpus\_work\extracted_input\raw\tender_no._12382_27.07.2026.pdf,processed_corpus\_work\extracted_input\raw,tender_no._12382_27.07.2026.pdf,1616.3,,07,PENDING
processed_corpus\_work\extracted_input\raw\The2520Armed2520Forces252028Jammu2520and2520Kashmir292520Special2520Powers2520Act2C252019905B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Armed2520Forces252028Jammu2520and2520Kashmir292520Special2520Powers2520Act2C252019905B15D.pdf,216.7,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Bombay2520Reorganisation2520Act25201960_2706145B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Bombay2520Reorganisation2520Act25201960_2706145B15D.pdf,386.6,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Bombay2520Reorganisation2520Act25201960_2706145B15D_0.pdf,processed_corpus\_work\extracted_input\raw,The2520Bombay2520Reorganisation2520Act25201960_2706145B15D_0.pdf,386.6,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Disaster2520Management2520Act2C252020055B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Disaster2520Management2520Act2C252020055B15D.pdf,381.4,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520National2520Investigation2520Agency252028Manner2520of2520Constitution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520National2520Investigation2520Agency252028Manner2520of2520Constitution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,84.8,Constitution,,PENDING
processed_corpus\_work\extracted_input\raw\The2520National2520Investigation2520Agency2520Act2C25202008252028English295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520National2520Investigation2520Agency2520Act2C25202008252028English295B15D.pdf,260.1,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Procedure2520for2520Admission2520and2520Disposal2520of2520Application2520Rules2C252020045B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Procedure2520for2520Admission2520and2520Disposal2520of2520Application2520Rules2C252020045B15D.pdf,42.4,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Qualifications2520for2520the2520members2520of2520the2520Review2520Committee2520Rules2C252020045B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Qualifications2520for2520the2520members2520of2520the2520Review2520Committee2520Rules2C252020045B15D.pdf,32.5,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520State2520Reorganisation2520Act25201956_2706145B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520State2520Reorganisation2520Act25201956_2706145B15D.pdf,396.5,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520State2520Reorganisation2520Act25201956_2706145B15D_0.pdf,processed_corpus\_work\extracted_input\raw,The2520State2520Reorganisation2520Act25201956_2706145B15D_0.pdf,396.5,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Unlawful2520Activities252028Prevention29252028Recommendation2520and2520Sanction2520of2520Prosecution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Unlawful2520Activities252028Prevention29252028Recommendation2520and2520Sanction2520of2520Prosecution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,61.9,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Unlawful2520Activities252028Prevention292520Act2C25201967252028English295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Unlawful2520Activities252028Prevention292520Act2C25201967252028English295B15D.pdf,451.6,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202004252028English295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202004252028English295B15D.pdf,522.8,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202008252028English295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202008252028English295B15D.pdf,169.1,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202012252028English295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202012252028English295B15D.pdf,751.5,,,PENDING
processed_corpus\_work\extracted_input\raw\The2520Unlawful2520Activities252028Prevention292520Rules2C25201968252028English295B15D.pdf,processed_corpus\_work\extracted_input\raw,The2520Unlawful2520Activities252028Prevention292520Rules2C25201968252028English295B15D.pdf,53.6,,,PENDING
processed_corpus\_work\extracted_input\raw\TheArmsRules19625B15D.pdf,processed_corpus\_work\extracted_input\raw,TheArmsRules19625B15D.pdf,16088.6,,,PENDING
processed_corpus\_work\extracted_input\raw\TheCCP28Amendment29Act2C20055B15D.pdf,processed_corpus\_work\extracted_input\raw,TheCCP28Amendment29Act2C20055B15D.pdf,72.1,,,PENDING
processed_corpus\_work\extracted_input\raw\TheCitizenshipRules2009_02012025.pdf,processed_corpus\_work\extracted_input\raw,TheCitizenshipRules2009_02012025.pdf,3832.3,,,PENDING
processed_corpus\_work\extracted_input\raw\TheCommissionsOfInquiryRules2C19725B15D.pdf,processed_corpus\_work\extracted_input\raw,TheCommissionsOfInquiryRules2C19725B15D.pdf,23.6,,,PENDING
processed_corpus\_work\extracted_input\raw\TheConst96AndmtAct20115B15D.pdf,processed_corpus\_work\extracted_input\raw,TheConst96AndmtAct20115B15D.pdf,180.4,,,PENDING
processed_corpus\_work\extracted_input\raw\TheConst96AndmtAct20115B15D_0.pdf,processed_corpus\_work\extracted_input\raw,TheConst96AndmtAct20115B15D_0.pdf,180.4,,,PENDING
processed_corpus\_work\extracted_input\raw\TheCrimnalLaw0304135B15D.pdf,processed_corpus\_work\extracted_input\raw,TheCrimnalLaw0304135B15D.pdf,5157.8,,,PENDING
processed_corpus\_work\extracted_input\raw\TheEnemypropertyAct2C19685B15D.pdf,processed_corpus\_work\extracted_input\raw,TheEnemypropertyAct2C19685B15D.pdf,4729.5,,,PENDING
processed_corpus\_work\extracted_input\raw\TheForeignContributionAmendmentAct_2020_091020205B15D.pdf,processed_corpus\_work\extracted_input\raw,TheForeignContributionAmendmentAct_2020_091020205B15D.pdf,297.0,,,PENDING
processed_corpus\_work\extracted_input\raw\TheForeignersAct19465B15D.pdf,processed_corpus\_work\extracted_input\raw,TheForeignersAct19465B15D.pdf,26.1,,,PENDING
processed_corpus\_work\extracted_input\raw\THENATIONALINVESTIGATIONAGENCYACT2008_03032020_05B15D.pdf,processed_corpus\_work\extracted_input\raw,THENATIONALINVESTIGATIONAGENCYACT2008_03032020_05B15D.pdf,407.8,,,PENDING
processed_corpus\_work\extracted_input\raw\ThePunjabSpecialPowersAct19565B15D.pdf,processed_corpus\_work\extracted_input\raw,ThePunjabSpecialPowersAct19565B15D.pdf,16.0,,,PENDING
processed_corpus\_work\extracted_input\raw\TheRashtriyaRakshaUniversityAct2020_05012021_15B15D.pdf,processed_corpus\_work\extracted_input\raw,TheRashtriyaRakshaUniversityAct2020_05012021_15B15D.pdf,329.7,,,PENDING
processed_corpus\_work\extracted_input\raw\The_Registration_of_Foreigners_Act_19395B15D.pdf,processed_corpus\_work\extracted_input\raw,The_Registration_of_Foreigners_Act_19395B15D.pdf,14.5,,,PENDING
processed_corpus\_work\extracted_input\raw\Transfer_prisoners_act19505B15D.pdf,processed_corpus\_work\extracted_input\raw,Transfer_prisoners_act19505B15D.pdf,13.6,,,PENDING
processed_corpus\_work\extracted_input\raw\Transfer_prisoners_act19505B15D_0.pdf,processed_corpus\_work\extracted_input\raw,Transfer_prisoners_act19505B15D_0.pdf,13.6,,,PENDING
processed_corpus\_work\extracted_input\raw\UpdatedGovernorsRules1987_051120185B15D.pdf,processed_corpus\_work\extracted_input\raw,UpdatedGovernorsRules1987_051120185B15D.pdf,101.1,,,PENDING
processed_corpus\_work\extracted_input\raw\UpdatedPresidentPensionRules1962_110520185B15D.pdf,processed_corpus\_work\extracted_input\raw,UpdatedPresidentPensionRules1962_110520185B15D.pdf,41.4,,,PENDING
processed_corpus\_work\extracted_input\raw\UpdatedVicePresidentRules1999_11052018_15B15D.pdf,processed_corpus\_work\extracted_input\raw,UpdatedVicePresidentRules1999_11052018_15B15D.pdf,30.9,,,PENDING
processed_corpus\_work\extracted_input\raw\UPReogAct2000_1309135B15D.PDF,processed_corpus\_work\extracted_input\raw,UPReogAct2000_1309135B15D.PDF,679.9,,,PENDING
processed_corpus\_work\extracted_input\raw\UPReogAct2000_1309135B15D_0.PDF,processed_corpus\_work\extracted_input\raw,UPReogAct2000_1309135B15D_0.PDF,679.9,,,PENDING
processed_corpus\_work\extracted_input\raw\userGuide.pdf,processed_corpus\_work\extracted_input\raw,userGuide.pdf,1398.4,,,PENDING
processed_corpus\_work\extracted_input\raw\userGuide_ac02fd83.pdf,processed_corpus\_work\extracted_input\raw,userGuide_ac02fd83.pdf,1398.4,,,PENDING
processed_corpus\_work\extracted_input\raw\UTdiv_Act_3112019_05B15D.pdf,processed_corpus\_work\extracted_input\raw,UTdiv_Act_3112019_05B15D.pdf,701.5,,,PENDING
processed_corpus\_work\extracted_input\raw\VicePresidentActupto2018_090820185B15D.pdf,processed_corpus\_work\extracted_input\raw,VicePresidentActupto2018_090820185B15D.pdf,21.6,,,PENDING
processed_corpus\_work\extracted_input\raw\VicePresidentActupto2018_090820185B15D_0.pdf,processed_corpus\_work\extracted_input\raw,VicePresidentActupto2018_090820185B15D_0.pdf,21.6,,,PENDING
processed_corpus\_work\extracted_input\raw\VicePresidentRulesupto2018_090820185B15D.pdf,processed_corpus\_work\extracted_input\raw,VicePresidentRulesupto2018_090820185B15D.pdf,30.9,,,PENDING
processed_corpus\_work\extracted_input\raw\Vice_presidents_pension_act19975B15D.pdf,processed_corpus\_work\extracted_input\raw,Vice_presidents_pension_act19975B15D.pdf,17.7,,,PENDING
processed_corpus\_work\extracted_input\raw\Vice_presidents_pension_act19975B15D_0.pdf,processed_corpus\_work\extracted_input\raw,Vice_presidents_pension_act19975B15D_0.pdf,17.7,,,PENDING
processed_corpus\_work\extracted_input\raw\WP-No.32027W.pdf,processed_corpus\_work\extracted_input\raw,WP-No.32027W.pdf,1516.4,,,PENDING
processed_corpus\_work\extracted_input\raw\Young_Persons_Harmful2520Publication_2520Act19565B15D.pdf,processed_corpus\_work\extracted_input\raw,Young_Persons_Harmful2520Publication_2520Act19565B15D.pdf,13.3,,,PENDING
processed_corpus\unique_pdfs\acts\12175_f0a90a691166.pdf,processed_corpus\unique_pdfs\acts,12175_f0a90a691166.pdf,1911.7,,,PENDING
processed_corpus\unique_pdfs\acts\12782_6ca5802481f4.pdf,processed_corpus\unique_pdfs\acts,12782_6ca5802481f4.pdf,2199.5,,,PENDING
processed_corpus\unique_pdfs\acts\2011amendmentinDMCAct1957_290420175B15D_9a1537c27f98.pdf,processed_corpus\unique_pdfs\acts,2011amendmentinDMCAct1957_290420175B15D_9a1537c27f98.pdf,19820.2,,,PENDING
processed_corpus\unique_pdfs\acts\33.dhc_bdd7b0dbfb49.pdf,processed_corpus\unique_pdfs\acts,33.dhc_bdd7b0dbfb49.pdf,9095.8,,33,PENDING
processed_corpus\unique_pdfs\acts\ActAndRuleThe2520ArmsAct_171220195B15D_2a30ebb07f1f.pdf,processed_corpus\unique_pdfs\acts,ActAndRuleThe2520ArmsAct_171220195B15D_2a30ebb07f1f.pdf,694.2,,,PENDING
processed_corpus\unique_pdfs\acts\ActAndRule_TheSpecialProtectingGroup_171220195B15D_4e60fa478034.pdf,processed_corpus\unique_pdfs\acts,ActAndRule_TheSpecialProtectingGroup_171220195B15D_4e60fa478034.pdf,830.1,,,PENDING
processed_corpus\unique_pdfs\acts\ACT_CTCR_300820195B15D_1a79da74613a.pdf,processed_corpus\unique_pdfs\acts,ACT_CTCR_300820195B15D_1a79da74613a.pdf,935.7,,,PENDING
processed_corpus\unique_pdfs\acts\ACT_CTCR_UnlawfulActivitiest_300820195B15D_1c598f5e270c.pdf,processed_corpus\unique_pdfs\acts,ACT_CTCR_UnlawfulActivitiest_300820195B15D_1c598f5e270c.pdf,1048.3,,,PENDING
processed_corpus\unique_pdfs\acts\AmendmenttotheEnemyPropertyAct_110120165B15D_b2664feffe80.pdf,processed_corpus\unique_pdfs\acts,AmendmenttotheEnemyPropertyAct_110120165B15D_b2664feffe80.pdf,134.1,,,PENDING
processed_corpus\unique_pdfs\acts\APRegACT2014_015B15D_f270f02c326c.pdf,processed_corpus\unique_pdfs\acts,APRegACT2014_015B15D_f270f02c326c.pdf,28.5,,,PENDING
processed_corpus\unique_pdfs\acts\APRegACT2014_05B15D_98f05fefa47b.pdf,processed_corpus\unique_pdfs\acts,APRegACT2014_05B15D_98f05fefa47b.pdf,205.4,,,PENDING
processed_corpus\unique_pdfs\acts\armed_forces_special_powers_act19585B15D_77df2cbba433.pdf,processed_corpus\unique_pdfs\acts,armed_forces_special_powers_act19585B15D_77df2cbba433.pdf,18.8,,,PENDING
processed_corpus\unique_pdfs\acts\arms2520act-19595B15D_91d913ac6eb8.pdf,processed_corpus\unique_pdfs\acts,arms2520act-19595B15D_91d913ac6eb8.pdf,58.6,,,PENDING
processed_corpus\unique_pdfs\acts\AssamRifesAct20065B15D_c49b06ec86c3.pdf,processed_corpus\unique_pdfs\acts,AssamRifesAct20065B15D_c49b06ec86c3.pdf,10085.8,,,PENDING
processed_corpus\unique_pdfs\acts\Ayodhya_Act19935B15D_48c55b54092a.pdf,processed_corpus\unique_pdfs\acts,Ayodhya_Act19935B15D_48c55b54092a.pdf,45.0,,,PENDING
processed_corpus\unique_pdfs\acts\bsfAct26Rules5B15D_4921eedb2755.pdf,processed_corpus\unique_pdfs\acts,bsfAct26Rules5B15D_4921eedb2755.pdf,5541.4,,,PENDING
processed_corpus\unique_pdfs\acts\ccp19735B15D_391aa2b4881a.pdf,processed_corpus\unique_pdfs\acts,ccp19735B15D_391aa2b4881a.pdf,628.6,,,PENDING
processed_corpus\unique_pdfs\acts\CDAct1968_290520205B15D_d864fbadafba.pdf,processed_corpus\unique_pdfs\acts,CDAct1968_290520205B15D_d864fbadafba.pdf,962.1,,,PENDING
processed_corpus\unique_pdfs\acts\census_act_19485B15D_d4f40ccaa70e.pdf,processed_corpus\unique_pdfs\acts,census_act_19485B15D_d4f40ccaa70e.pdf,92.2,,,PENDING
processed_corpus\unique_pdfs\acts\census_rules_1990_05B15D_ce760f7a87ac.pdf,processed_corpus\unique_pdfs\acts,census_rules_1990_05B15D_ce760f7a87ac.pdf,72.3,,,PENDING
processed_corpus\unique_pdfs\acts\Chif_gurudwara_rules_2010145B15D_4271eaddec98.pdf,processed_corpus\unique_pdfs\acts,Chif_gurudwara_rules_2010145B15D_4271eaddec98.pdf,57.7,,,PENDING
processed_corpus\unique_pdfs\acts\CIAct19525B15D_ef67173232ea.pdf,processed_corpus\unique_pdfs\acts,CIAct19525B15D_ef67173232ea.pdf,25.2,,,PENDING
processed_corpus\unique_pdfs\acts\cisfact19685B15D_b8cbe699ac61.pdf,processed_corpus\unique_pdfs\acts,cisfact19685B15D_b8cbe699ac61.pdf,60.0,,,PENDING
